"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Armando Izzo","A. Izzo",8500000,"Centre-Back","Italian first division","Genoa",22883,"right","Defender",781,622,20549.5243820039,42.03,47.37,3,0,0.055
"Arnaud Lusamba","A. Lusamba",2000000,"Central Midfield","French first division","Nice",286388,"right","Midfielder",85,72,1658.81963298965,59.88,40.22,0,0,0.212
"Arnaud Souquet","A. Souquet",4500000,"Right-Back","French first division","Nice",26633,"right","Defender",1396,1219,32308.4537508335,50.2,59.27,6,0.457,3.269
"Arne Maier","A. Maier",7500000,"Central Midfield","German first division","Hertha BSC",425926,"right","Midfielder",614,521,13662.9376432926,52.35,39.61,12,1.625,3.081
"Arnold Bouka Moutou","A. Bouka Moutou",NA,"Left-Back","French first division","Dijon",29843,"left","Defender",111,88,2572.68391005402,60.35,8.38,2,0,0.356
"Aron Jóhannsson","A. Jóhannsson",1750000,"Centre-Forward","German first division","Werder Bremen",56424,"right","Forward",88,72,2010.51548528388,60.69,39.06,7,2.098,1.809
"Arona Sané","A. Sané",NA,"Right Winger","Spanish first division","Atlético Madrid",279556,"right","Midfielder",12,10,180.425774395533,74.29,54.97,1,0.038,0
"Arthur Masuaku","A. Masuaku",7000000,"Left-Back","English first division","West Ham United",26499,"left","Defender",749,564,18421.4810860458,60.49,8.92,11,0.374,4.01
"Artur Ionita","A. Ioniţă",3500000,"Central Midfield","Italian first division","Cagliari",50073,"right","Midfielder",875,710,17690.3698116046,57.28,33.37,22,3.437,3.866
"Arturo Vidal","A. Vidal",35000000,"Central Midfield","German first division","Bayern München",20475,"right","Midfielder",1109,1006,26517.9383489275,52.06,28.48,44,6.451,4.25
"Ashley Barnes","A. Barnes",8000000,"Centre-Forward","English first division","Burnley",9123,"right","Forward",409,277,8695.19668159535,68.38,34.69,55,10.715,3.005
"Ashley Westwood","A. Westwood",4000000,"Defensive Midfield","English first division","Burnley",8925,"right","Midfielder",601,493,16038.2191916792,49.53,33.37,8,1.413,1.401
"Ashley Williams","A. Williams",5000000,"Centre-Back","English first division","Everton",77546,"right","Defender",945,801,27890.6743366695,34.61,32.92,15,0.088,0.04
"Ashley Young","A. Young",7000000,"Right-Back","English first division","Manchester United",7939,"right","Defender",1539,1224,38067.6650997566,52.53,14.9,14,0.751,5.892
"Asier Illarramendi","Illarramendi",20000000,"Defensive Midfield","Spanish first division","Real Sociedad",3676,"right","Midfielder",2396,2152,55781.2002612309,49.54,36.9,31,4.838,2.543
"Asmir Begovic","A. Begović",8000000,"Goalkeeper","English first division","AFC Bournemouth",8726,"right","Goalkeeper",612,507,24678.5725681318,10.71,35.13,0,0,0.082
"Augusto Fernández","A. Fernández",2500000,"Central Midfield","Spanish first division","Atlético Madrid",86623,"right","Midfielder",70,58,1677.81757074005,41.97,36.16,1,0.041,0.028
"Aymen Barkok","A. Barkok",2000000,"Central Midfield","German first division","Eintracht Frankfurt",391387,"right","Midfielder",115,89,2521.20770572,62.03,34.32,3,0.148,0.886
"Aymeric Laporte","A. Laporte",50000000,"Centre-Back","English first division","Manchester City",134502,"left","Defender",1702,1521,45967.3429819344,38.79,18.45,7,0.277,1.227
"Ayoze Pérez","Ayoze Pérez",10000000,"Second Striker","English first division","Newcastle United",230883,"right","Forward",675,506,13603.6935578825,65.33,34.78,54,9.312,8.538
"Badou Ndiaye","B. N'Diaye",15000000,"Central Midfield","English first division","Stoke City",207164,"right","Midfielder",355,283,8053.31490625972,54.9,29.08,20,2.214,0.559
"Baissama Sankoh","B. Sankoh",NA,"Defensive Midfield","French first division","Caen",25947,"right","Defender",518,437,11295.5345306055,44.59,38.74,3,0.151,2.347
"Bakary Koné","B. Koné",1500000,"Centre-Back","French first division","Strasbourg",25392,"right","Defender",986,876,28124.9704385972,32.83,32.14,10,0.072,0.035
"Bakary Sako","B. Sako",5000000,"Left Winger","English first division","Crystal Palace",25865,"left","Midfielder",127,87,3057.96843420716,67.63,36.96,15,2.826,1.548
"Bakaye Dibassy","B. Dibassy",4000000,"Centre-Back","French first division","Amiens SC",214710,"left","Defender",1049,842,24376.1264689931,42.96,14.1,10,0.793,0.408
"Bakery Jatta","B. Jatta",NA,"Right Winger","German first division","Hamburger SV",449921,"right","Midfielder",91,66,1876.44261519461,62.93,45.34,3,1.512,0.221
"Baptiste Guillaume","B. Guillaume",2000000,"Centre-Forward","French first division","Angers",253784,"right","Forward",64,49,1167.08969552703,72.23,34.91,6,3.127,1.777
"Baptiste Reynet","B. Reynet",5000000,"Goalkeeper","French first division","Dijon",26365,"right","Goalkeeper",1069,934,42198.9876592789,13.76,35.86,0,0,0.625
"Baptiste Santamaria","B. Santamaria",3000000,"Central Midfield","French first division","Angers",274344,"right","Midfielder",1138,946,27654.2339282743,47.83,36.38,17,0.531,1.178
"Bartosz Bereszynski","B. Bereszyński",12000000,"Right-Back","Italian first division","Sampdoria",99833,"right","Defender",1329,1098,29066.95199445,50.51,59.45,5,0.057,1.961
"Bartosz Salamon","B. Salamon",1400000,"Centre-Back","Italian first division","SPAL",20723,"right","Defender",849,718,23402.1866704065,37.06,46.17,10,0.234,0.804
"Bassem Srarfi","B. Srarfi",3000000,"Right Winger","French first division","Nice",408827,"left","Midfielder",359,298,7791.9069695418,60.68,46.75,23,4.53,0.333
"Bastian Oczipka","B. Oczipka",7000000,"Left-Back","German first division","Schalke 04",14775,"left","Defender",1027,782,24242.8425141557,52.74,8.67,14,1.638,3.482
"Bastos","Bastos",6500000,"Centre-Back","Italian first division","Lazio",208865,"right","Defender",832,760,20638.5871521662,37.81,48.61,8,0.218,0.361
"Bebé","Bebé",1000000,"Left Winger","Spanish first division","Eibar",32601,"right","Midfielder",122,76,3682.28192340029,74.97,31.23,6,0.335,2.967
"Ben Chilwell","B. Chilwell",8000000,"Left-Back","English first division","Leicester City",350976,"left","Defender",920,687,22593.1547526101,57.44,9.81,6,0.323,4.793
"Ben Davies","B. Davies",25000000,"Left-Back","English first division","Tottenham Hotspur",136441,"left","Defender",1532,1228,36717.8843829306,54.09,10.74,15,1.56,4.808
"Ben Mee","B. Mee",10000000,"Centre-Back","English first division","Burnley",8944,"left","Defender",1027,868,29797.1622453503,34.51,20.35,26,0,0.156
"Ben Watson","B. Watson",1000000,"Central Midfield","English first division","Watford",8627,"right","Midfielder",230,191,4929.46997613747,48.54,36.28,1,0,0.035
"Benik Afobe","B. Afobe",10000000,"Centre-Forward","English first division","AFC Bournemouth",134351,"right","Forward",121,99,1713.3079645333,71.78,30.36,7,1.824,0.08
"Benito Ramírez","Benito Ramírez",NA,"Left Winger","Spanish first division","Las Palmas",287003,"left","Midfielder",67,44,1574.57496498889,73.58,11.78,1,0.046,0.212
"Benjamin André","B. André",10000000,"Defensive Midfield","French first division","Rennes",25826,"right","Midfielder",1682,1402,35726.6099530955,57.04,35.9,29,2.176,2.997
"Benjamin Bourigeaud","B. Bourigeaud",12000000,"Right Midfield","French first division","Rennes",228981,"right","Midfielder",1462,1165,36563.5986132068,58.57,43.47,45,10.246,5.744
"Benjamin Corgnet","B. Corgnet",1000000,"Attacking Midfield","French first division","Strasbourg",26381,"right","Midfielder",496,348,10451.9485629011,62.35,36.52,24,1.383,3.765
"Benjamin Henrichs","B. Henrichs",12000000,"Right-Back","German first division","Bayer Leverkusen",258253,"right","Defender",671,517,15417.4472712434,57.28,44.07,19,1.404,2.784
"Benjamin Hübner","B. Hübner",8000000,"Centre-Back","German first division","Hoffenheim",15719,"left","Defender",1372,1190,32744.8325698885,37.17,17.44,19,0.34,1.071
"Benjamin Jeannot","B. Jeannot",2500000,"Centre-Forward","French first division","Dijon",26124,"right","Forward",283,210,5941.92145007723,60.46,35.86,24,5.714,1.826
"Benjamin Lecomte","B. Lecomte",6000000,"Goalkeeper","French first division","Montpellier",26016,"right","Goalkeeper",695,580,28066.2054736201,12.88,32.36,0,0,0.318
"Benjamin Mendy","B. Mendy",40000000,"Left-Back","English first division","Manchester City",26136,"left","Defender",250,198,6680.80486114068,68.58,5.95,7,0.161,1.927
"Benjamin Nivet","B. Nivet",NA,"Attacking Midfield","French first division","Troyes",25891,"right","Midfielder",661,529,13104.7787041015,61.02,34.03,16,2.871,3.33
"Benjamin Pavard","B. Pavard",30000000,"Right-Back","German first division","Stuttgart",340646,"right","Defender",2070,1770,52776.1608766369,41.52,43.08,14,0.065,0.746
"Benjamin Stambouli","B. Stambouli",9000000,"Defensive Midfield","German first division","Schalke 04",25995,"right","Midfielder",1304,1104,33427.2888602575,39.83,48.65,0,0,1.415
"Benno Schmitz","B. Schmitz",1000000,"Right-Back","German first division","RB Leipzig",18544,"right","Defender",43,35,1041.89950054072,58.04,58.54,0,0,0.152
"Berkay Özcan","B. Özcan",2500000,"Central Midfield","German first division","Stuttgart",345707,"right","Midfielder",395,330,7543.35325016089,61.88,24.16,11,2.78,2.137
"Bernardo","Bernardo",6000000,"Centre-Back","German first division","RB Leipzig",296341,"left","Defender",682,534,15442.9760955728,50,21.32,11,1.251,1.35
"Bernardo Silva","Bernardo Silva",50000000,"Attacking Midfield","English first division","Manchester City",265673,"left","Midfielder",1079,913,23034.9976830099,68.89,50.37,25,7.952,5.888
"Bernd Leno","B. Leno",20000000,"Goalkeeper","German first division","Bayer Leverkusen",14768,"right","Goalkeeper",883,793,33577.2131692182,12.5,36.47,0,0,0.32
"Bertrand Traoré","B. Traoré",18000000,"Right Winger","French first division","Olympique Lyonnais",142755,"left","Forward",1003,836,20451.7072517193,64.99,54.13,73,16.515,5.468
"Billy Ketkeophomphone","B. Ketkeophomphone",2000000,"Centre-Forward","French first division","Angers",26547,"right","Forward",164,130,3087.4399173177,59.94,36.85,7,0.258,0.761
"Birk Risa","B. Risa",NA,"Centre-Back","German first division","Köln",366193,"left","Defender",17,13,413.283208606353,48.69,21.91,1,0.366,0.043
"Bobby Wood","B. Wood",2000000,"Centre-Forward","German first division","Hamburger SV",15232,"right","Forward",286,224,5673.08028562426,67.95,33.68,34,6.39,2.896
"Bongani Zungu","B. Zungu",3500000,"Central Midfield","French first division","Amiens SC",244357,"right","Midfielder",1019,877,25059.7887346899,46.99,35.32,8,0.368,0.439
"Borja Bastón","Borja Bastón",2000000,"Centre-Forward","Spanish first division","Málaga",3875,"right","Forward",201,162,3817.41646583435,65.07,35.61,19,5.3,0.224
"Borja Herrera","Borja Herrera",NA,"Attacking Midfield","Spanish first division","Las Palmas",298385,"left","Defender",155,131,3358.02540794163,52.09,8.02,1,0.037,0.043
"Borja Lasso","Borja Lasso",1000000,"Attacking Midfield","Spanish first division","Sevilla",263092,"right","Midfielder",31,24,608.712531855168,55.11,36.04,0,0,0.147
"Borja Mayoral","Borja Mayoral",7500000,"Centre-Forward","Spanish first division","Real Madrid",344120,"right","Forward",113,98,1837.2060353984,67.18,34.08,14,5.374,1.107
"Borja Valero","Borja Valero",4000000,"Central Midfield","Italian first division","Internazionale",3543,"right","Midfielder",1967,1801,43509.996668116,56.56,33.67,17,3.118,3.385
"Borja Valle","Borja Valle",1200000,"Left Winger","Spanish first division","Deportivo La Coruña",4440,"right","Forward",123,101,2791.77311903858,68.65,28.88,14,4.626,2.474
"Bouna Sarr","B. Sarr",6000000,"Right-Back","French first division","Olympique Marseille",25743,"right","Midfielder",1094,937,23907.1663163262,53.72,55.02,15,2.018,4.921
"Brais Méndez","Brais Méndez",3500000,"Attacking Midfield","Spanish first division","Celta de Vigo",302550,"left","Midfielder",441,347,8976.94812275431,61.11,37.29,21,3.534,3.654
"Bram Nuytinck","B. Nuytinck",2800000,"Centre-Back","Italian first division","Udinese",394,"left","Defender",1177,1039,30506.6831891496,37.39,31.52,12,0.028,0.795
"Branimir Hrgota","B. Hrgota",1000000,"Centre-Forward","German first division","Eintracht Frankfurt",51689,"left","Forward",45,31,1142.93695945653,68.15,36.09,2,0.703,0.284
"Brian Fernández","B. Fernández",1500000,"Centre-Forward","French first division","Metz",207002,"right","Forward",17,12,442.183468173088,67.51,29.99,4,0.323,0.056
"Bright Gyamfi","B. Gyamfi",NA,"Right-Back","Italian first division","Benevento",402017,"right","Defender",156,124,3081.63848005137,49.08,55.65,3,0.212,0.042
"Brown Ideye","B. Ideye",2000000,"Centre-Forward","Spanish first division","Málaga",105616,"right","Forward",135,102,2510.28837292268,67.32,33.03,8,1.277,1.198
"Bruma","Bruma",12500000,"Left Winger","German first division","RB Leipzig",70975,"right","Forward",785,632,14683.0536714196,63.99,23.25,41,4.097,6.464
"Bruno Gama","Bruno Gama",NA,"Left Winger","Spanish first division","Deportivo La Coruña",3394,"right","Midfielder",44,36,1042.86901290918,71.63,27.5,1,0,0.1
"Bruno Gaspar","Bruno Gaspar",3000000,"Right-Back","Italian first division","Fiorentina",222766,"right","Defender",450,379,10348.3868071516,55.25,59.96,1,0,1.469
"Bruno Martella","B. Martella",2200000,"Left-Back","Italian first division","Crotone",22185,"left","Defender",1061,745,26762.497168984,50.83,10.19,22,1.765,3.166
"Bruno Martins Indi","B. Martins Indi",10000000,"Centre-Back","English first division","Stoke City",134,"left","Defender",357,290,9592.30529039822,34.78,25.19,3,0,0.11
"Bruno Peres","Bruno Peres",8000000,"Right-Back","Italian first division","Roma",44251,"right","Defender",665,558,15628.3375784287,53.59,55,6,0.879,1.502
"Bruno Petkovic","B. Petković",1000000,"Centre-Forward","Italian first division","Bologna",252589,"right","Forward",318,233,6074.43860297657,65.39,28.59,11,0.931,4.289
"Bruno Zuculini","B. Zuculini",2500000,"Defensive Midfield","Italian first division","Hellas Verona",86309,"right","Midfielder",609,521,13902.9671844364,45.7,37.13,6,1.335,0.055
"Bryan Cristante","B. Cristante",25000000,"Defensive Midfield","Italian first division","Atalanta",20404,"right","Midfielder",1492,1215,32743.1721085458,60.18,43.85,68,11.072,8.367
"Bryan Dabo","B. Dabo",4500000,"Central Midfield","French first division","Saint-Étienne",26000,"right","Midfielder",881,719,18435.6697604167,54.34,36.58,19,3.271,1.131
"Bryan Mbeumo","B. Mbeumo",NA,"Right Winger","French first division","Troyes",454388,"left","Forward",15,10,416.980436572423,55.47,23.28,3,0.089,0
"Bryan Pelé","B. Pelé",1000000,"Left Midfield","French first division","Troyes",29641,"left","Midfielder",549,398,13432.1976075953,62.77,34.71,22,2.937,3.174
"Burgui","Burgui",1800000,"Left Winger","Spanish first division","Deportivo Alavés",226005,"right","Midfielder",337,259,7617.40580113093,64.06,26.77,14,0.898,3.598
"Cafú","Cafú",1000000,"Central Midfield","French first division","Metz",135937,"right","Midfielder",268,229,5946.59779587357,53.58,30.64,5,0.161,0.315
"Caglar Söyüncü","C. Söyüncü",18000000,"Centre-Back","German first division","Freiburg",344864,"right","Defender",1046,912,28659.5310466536,35.26,21.19,8,0.191,0
"Caiuby","Caiuby",5000000,"Left Winger","German first division","Augsburg",16432,"left","Midfielder",892,647,19645.8190371886,62.08,23.59,67,7.217,7.79
"Callum Hudson-Odoi","C. Hudson-Odoi",NA,"Left Winger","English first division","Chelsea",450826,"right","Midfielder",17,12,569.749487574785,71.3,19.26,2,0.209,0
"Callum Wilson","C. Wilson",10000000,"Centre-Forward","English first division","AFC Bournemouth",11669,"right","Forward",359,262,6307.23059214337,70.31,35.04,45,11.505,2.883
"Calum Chambers","C. Chambers",14000000,"Centre-Back","English first division","Arsenal",171283,"right","Defender",577,502,14139.2846295089,42.18,47.62,9,0.069,0.206
"Carles Gil","Carles Gil",1000000,"Attacking Midfield","Spanish first division","Deportivo La Coruña",4879,"left","Midfielder",206,183,4366.70049858005,67.23,42.55,10,0.557,2.138
"Carlos Bacca","C. Bacca",10000000,"Centre-Forward","Spanish first division","Villarreal",37831,"right","Forward",517,390,11123.2264733379,66.73,27.86,74,26.577,10.855
"Carlos Fernández","Carlos Fernández",1000000,"Centre-Forward","Spanish first division","Sevilla",278324,"right","Forward",31,26,566.15286228108,68.14,37.67,5,0.558,0.255
"Carlos Isaac","Carlos Isaac",NA,"Right-Back","Spanish first division","Atlético Madrid",396484,"right","Defender",34,27,889.710106791998,64.51,61.42,0,0.049,0
"Carlos Salcedo","C. Salcedo",7000000,"Centre-Back","German first division","Eintracht Frankfurt",255387,"right","Defender",1124,972,32376.2438978977,37.91,43.45,8,0.077,0.037
"Carlos Sánchez","C. Sánchez",2000000,"Defensive Midfield","Italian first division","Fiorentina",86340,"right","Midfielder",62,45,1408.58587821015,57.02,51.83,3,0.309,0.515
