"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"317","Boubakary Soumaré",5000000,"Defensive Midfield","French first division","Lille","B. Soumaré"
"318","Boukary Dramé",NA,"Left-Back","Italian first division","SPAL","B. Dramé"
"319","Bouna Sarr",6000000,"Right-Back","French first division","Olympique Marseille","B. Sarr"
"320","Brahim Díaz",5000000,"Attacking Midfield","English first division","Manchester City","Brahim Diaz"
"321","Brais Méndez",3500000,"Attacking Midfield","Spanish first division","Celta de Vigo","Brais Méndez"
"322","Bram Nuytinck",2800000,"Centre-Back","Italian first division","Udinese","B. Nuytinck"
"323","Brandon Thomas",1000000,"Centre-Forward","French first division","Rennes","Brandon"
"324","Branimir Hrgota",1000000,"Centre-Forward","German first division","Eintracht Frankfurt","B. Hrgota"
"325","Brian Fernández",1500000,"Centre-Forward","French first division","Metz","B. Fernández"
"326","Brice Samba",NA,"Goalkeeper","French first division","Caen","B. Samba"
"327","Bright Gyamfi",NA,"Right-Back","Italian first division","Benevento","B. Gyamfi"
"328","Brighton Labeau",NA,"Centre-Forward","French first division","Amiens SC","B. Labeau"
"329","Brown Ideye",2000000,"Centre-Forward","Spanish first division","Málaga","B. Ideye"
"330","Bruma",12500000,"Left Winger","German first division","RB Leipzig","Bruma"
"331","Bruno Gama",NA,"Left Winger","Spanish first division","Deportivo La Coruña","Bruno Gama"
"332","Bruno Gaspar",3000000,"Right-Back","Italian first division","Fiorentina","Bruno Gaspar"
"333","Bruno Martella",2200000,"Left-Back","Italian first division","Crotone","B. Martella"
"334","Bruno Martins Indi",10000000,"Centre-Back","English first division","Stoke City","B. Martins Indi"
"335","Bruno Peres",8000000,"Right-Back","Italian first division","Roma","Bruno Peres"
"336","Bruno Petkovic",1000000,"Centre-Forward","Italian first division","Bologna","B. Petković"
"337","Bruno Saltor",NA,"Right-Back","English first division","Brighton & Hove Albion","Bruno Saltor"
"338","Bruno Zuculini",2500000,"Defensive Midfield","Italian first division","Hellas Verona","B. Zuculini"
"339","Bryan Cristante",25000000,"Defensive Midfield","Italian first division","Atalanta","B. Cristante"
"340","Bryan Dabo",4500000,"Central Midfield","French first division","Saint-Étienne","B. Dabo"
"341","Bryan Mbeumo",NA,"Right Winger","French first division","Troyes","B. Mbeumo"
"342","Bryan Pelé",1000000,"Left Midfield","French first division","Troyes","B. Pelé"
"343","Burgui",1800000,"Left Winger","Spanish first division","Deportivo Alavés","Burgui"
"344","Cafú",1000000,"Central Midfield","French first division","Metz","Cafú"
"345","Caglar Söyüncü",18000000,"Centre-Back","German first division","Freiburg","C. Söyüncü"
"346","Caiuby",5000000,"Left Winger","German first division","Augsburg","Caiuby"
"347","Caleb Stanko",NA,"Defensive Midfield","German first division","Freiburg","C. Stanko"
"348","Callum Hudson-Odoi",NA,"Left Winger","English first division","Chelsea","C. Hudson-Odoi"
"349","Callum Wilson",10000000,"Centre-Forward","English first division","AFC Bournemouth","C. Wilson"
"350","Calum Chambers",14000000,"Centre-Back","English first division","Arsenal","C. Chambers"
"351","Carles Gil",1000000,"Attacking Midfield","Spanish first division","Deportivo La Coruña","Carles Gil"
"352","Carles Planas",NA,"Left-Back","Spanish first division","Girona","Carles Planas"
"353","Carlo Pinsoglio",NA,"Goalkeeper","Italian first division","Juventus","C. Pinsoglio"
"354","Carlos Bacca",10000000,"Centre-Forward","Spanish first division","Villarreal","C. Bacca"
"355","Carlos Calderón",NA,"Right Winger","Spanish first division","Getafe","Carlos Calderón"
"356","Carlos Fernández",1000000,"Centre-Forward","Spanish first division","Sevilla","Carlos Fernández"
"357","Carlos Isaac",NA,"Right-Back","Spanish first division","Atlético Madrid","Carlos Isaac"
"358","Carlos Martínez",NA,"Right-Back","Spanish first division","Real Sociedad","Carlos Martínez"
"359","Carlos Salcedo",7000000,"Centre-Back","German first division","Eintracht Frankfurt","C. Salcedo"
"360","Carlos Sánchez",2000000,"Defensive Midfield","Italian first division","Fiorentina","C. Sánchez"
"361","Carlos Soler",30000000,"Central Midfield","Spanish first division","Valencia","Carlos Soler"
"362","Carlos Vela",8500000,"Right Winger","Spanish first division","Real Sociedad","C. Vela"
"363","Carlos Vigaray",NA,"Right-Back","Spanish first division","Deportivo Alavés","Carlos Vigaray"
"364","Casemiro",60000000,"Defensive Midfield","Spanish first division","Real Madrid","Casemiro"
"365","Casimir Ninga",1500000,"Centre-Forward","French first division","Montpellier","C. Ninga"
"366","Cédric Bakambu",22000000,"Centre-Forward","Spanish first division","Villarreal","C. Bakambu"
"367","Cédric Soares",15000000,"Right-Back","English first division","Southampton","Cédric Soares"
"368","Cedric Teuchert",1500000,"Centre-Forward","German first division","Schalke 04","C. Teuchert"
"369","Cédric Varrault",NA,"Centre-Back","French first division","Dijon","C. Varrault"
"370","Cédric Yambéré",2500000,"Centre-Back","French first division","Dijon","C. Yamberé"
"371","Celso Borges",4000000,"Central Midfield","Spanish first division","Deportivo La Coruña","C. Borges"
"372","Cengiz Ünder",27000000,"Right Winger","Italian first division","Roma","C. Ünder"
"373","Cenk Tosun",23000000,"Centre-Forward","English first division","Everton","C. Tosun"
"374","César Azpilicueta",40000000,"Right-Back","English first division","Chelsea","Azpilicueta"
"375","César Falletti",1500000,"Attacking Midfield","Italian first division","Bologna","C. Falletti"
"376","Cesc Fàbregas",30000000,"Central Midfield","English first division","Chelsea","Fàbregas"
"377","Chadrac Akolo",5000000,"Right Winger","German first division","Stuttgart","C. Akolo"
"378","Chancel Mbemba",6000000,"Centre-Back","English first division","Newcastle United","C. Mbemba"
"379","Chang-hoon Kwon",7500000,"Right Winger","French first division","Dijon","Kwon Chang-Hoon"
"380","Chaouki Ben Saada",NA,"Right Winger","French first division","Troyes","C. Ben Saada"
"381","Charalampos Lykogiannis",2000000,"Left-Back","Italian first division","Cagliari","C. Lykogiannis"
"382","Charles",1500000,"Centre-Forward","Spanish first division","Eibar","Charles"
"383","Charles Aránguiz",10000000,"Central Midfield","German first division","Bayer Leverkusen","C. Aránguiz"
"384","Charles Traoré",2000000,"Left-Back","French first division","Troyes","C. Traoré"
"385","Charlie Adam",2500000,"Central Midfield","English first division","Stoke City","C. Adam"
"386","Charlie Austin",10000000,"Centre-Forward","English first division","Southampton","C. Austin"
"387","Charlie Daniels",3500000,"Left-Back","English first division","AFC Bournemouth","C. Daniels"
"388","Charlie Taylor",5000000,"Left-Back","English first division","Burnley","C. Taylor"
"389","Charlison Benschop",NA,"Centre-Forward","German first division","Hannover 96","C. Benschop"
"390","Charly Charrier",NA,"Attacking Midfield","French first division","Amiens SC","C. Charrier"
"391","Charly Musonda Jr.",5000000,"Left Winger","English first division","Chelsea","C. Musonda"
"392","Cheick Diabaté",4000000,"Centre-Forward","Italian first division","Benevento","C. Diabaté"
"393","Cheick Doukouré",1500000,"Defensive Midfield","Spanish first division","Levante","C. Doukouré"
"394","Cheick Keita",1000000,"Left-Back","Italian first division","Bologna","C. Keita"
"395","Cheikh M'Bengue",2000000,"Left-Back","French first division","Saint-Étienne","C. M'Bengue"
"396","Cheikhou Kouyaté",12000000,"Defensive Midfield","English first division","West Ham United","C. Kouyaté"
"397","Chema Rodríguez",2000000,"Centre-Back","Spanish first division","Levante","Chema"
"398","Chidozie Awaziem",6000000,"Centre-Back","French first division","Nantes","C. Awaziem"
"399","Chory Castro",NA,"Left Winger","Spanish first division","Málaga","Chory Castro"
"400","Chris Brunt",3000000,"Central Midfield","English first division","West Bromwich Albion","C. Brunt"
"401","Chris Führich",NA,"Right Winger","German first division","Köln","C. Führich"
"402","Chris Löwe",1500000,"Left-Back","English first division","Huddersfield Town","C. Löwe"
"403","Chris Philipps",1250000,"Defensive Midfield","French first division","Metz","C. Philipps"
"404","Chris Smalling",18000000,"Centre-Back","English first division","Manchester United","C. Smalling"
"405","Chris Wood",18000000,"Centre-Forward","English first division","Burnley","C. Wood"
"406","Christian Atsu",6000000,"Left Winger","English first division","Newcastle United","C. Atsu"
"407","Christian Benteke",22000000,"Centre-Forward","English first division","Crystal Palace","C. Benteke"
"408","Christian Clemens",1250000,"Right Winger","German first division","Köln","C. Clemens"
"409","Christian Eriksen",80000000,"Central Midfield","English first division","Tottenham Hotspur","C. Eriksen"
"410","Christian Fuchs",5000000,"Left-Back","English first division","Leicester City","C. Fuchs"
"411","Christian Gentner",2000000,"Central Midfield","German first division","Stuttgart","C. Gentner"
"412","Christian Günter",5000000,"Left-Back","German first division","Freiburg","C. Günter"
"413","Christian Kabasele",7000000,"Centre-Back","English first division","Watford","C. Kabasele"
"414","Christian Kouakou",1000000,"Left Winger","French first division","Caen","C. Kouakou"
"415","Christian Maggio",NA,"Right-Back","Italian first division","Napoli","C. Maggio"
"416","Christian Mathenia",1000000,"Goalkeeper","German first division","Hamburger SV","C. Mathenia"
"417","Christian Puggioni",NA,"Goalkeeper","Italian first division","Sampdoria","C. Puggioni"
"418","Christian Pulisic",45000000,"Right Winger","German first division","Borussia Dortmund","C. Pulisic"
"419","Christian Rivera",NA,"Central Midfield","Spanish first division","Eibar","Christian Rivera"
"420","Christian Rutjens",NA,"Centre-Back","Italian first division","Benevento","Christian Rutjens"
"421","Christian Santos",1000000,"Centre-Forward","Spanish first division","Deportivo Alavés","C. Santos"
"422","Christoph Janker",NA,"Centre-Back","German first division","Augsburg","C. Janker"
"423","Christoph Kramer",12000000,"Defensive Midfield","German first division","Borussia M'gladbach","C. Kramer"
"424","Christophe Hérelle",6000000,"Centre-Back","French first division","Troyes","C. Hérelle"
"425","Christophe Jallet",NA,"Right-Back","French first division","Nice","C. Jallet"
"426","Christophe Kerbrat",2000000,"Centre-Back","French first division","Guingamp","C. Kerbrat"
"427","Christopher Jullien",6000000,"Centre-Back","French first division","Toulouse","C. Jullien"
"428","Christopher Martins Pereira",NA,"Defensive Midfield","French first division","Olympique Lyonnais","C. Martins Pereira"
"429","Christopher Nkunku",10000000,"Second Striker","French first division","PSG","C. Nkunku"
"430","Christopher Schindler",6000000,"Centre-Back","English first division","Huddersfield Town","C. Schindler"
"431","Chuca",NA,"Defensive Midfield","Spanish first division","Villarreal","Chuca"
"432","Chung-yong Lee",1500000,"Right Winger","English first division","Crystal Palace","Lee Chung-Yong"
"433","Ciaran Clark",6000000,"Centre-Back","English first division","Newcastle United","C. Clark"
"434","Claud Adjapong",4000000,"Right-Back","Italian first division","Sassuolo","C. Adjapong"
"435","Claudio Beauvue",2500000,"Centre-Forward","Spanish first division","Leganés","C. Beauvue"
"436","Claudio Bravo",3500000,"Goalkeeper","English first division","Manchester City","C. Bravo"
"437","Claudio Marchisio",7000000,"Central Midfield","Italian first division","Juventus","C. Marchisio"
"438","Claudio Pizarro",NA,"Centre-Forward","German first division","Köln","C. Pizarro"
"439","Claudio Yacob",3500000,"Defensive Midfield","English first division","West Bromwich Albion","C. Yacob"
"440","Clément Grenier",4000000,"Central Midfield","French first division","Olympique Lyonnais","C. Grenier"
"441","Clément Lenglet",25000000,"Centre-Back","Spanish first division","Sevilla","C. Lenglet"
"442","Clément Michelin",1250000,"Right-Back","French first division","Toulouse","C. Michelin"
"443","Clinton N'Jie",10000000,"Right Winger","French first division","Olympique Marseille","C. N'Jie"
"444","Coke",2000000,"Right-Back","German first division","Schalke 04","Coke"
"445","Collin Quaner",1500000,"Centre-Forward","English first division","Huddersfield Town","C. Quaner"
"446","Connor Goldson",1000000,"Centre-Back","English first division","Brighton & Hove Albion","C. Goldson"
"447","Connor Roberts",1000000,"Right-Back","English first division","Swansea City","C. Roberts"
"448","Corentin Jean",2500000,"Centre-Forward","French first division","Toulouse","C. Jean"
"449","Corentin Tolisso",40000000,"Central Midfield","German first division","Bayern München","C. Tolisso"
"450","Costel Pantilimon",1500000,"Goalkeeper","Spanish first division","Deportivo La Coruña","C. Pantilimon"
"451","Craig Cathcart",3500000,"Centre-Back","English first division","Watford","C. Cathcart"
"452","Craig Dawson",8000000,"Centre-Back","English first division","West Bromwich Albion","C. Dawson"
"453","Cristhian Stuani",7500000,"Centre-Forward","Spanish first division","Girona","C. Stuani"
"454","Cristian Ansaldi",5000000,"Left-Back","Italian first division","Torino","C. Ansaldi"
"455","Cristian Dell'Orco",1000000,"Left-Back","Italian first division","Sassuolo","C. Dell'Orco"
"456","Cristian Molinaro",NA,"Left-Back","Italian first division","Torino","C. Molinaro"
"457","Cristian Tello",6000000,"Left Winger","Spanish first division","Real Betis","Cristian Tello"
"458","Cristián Zapata",2500000,"Centre-Back","Italian first division","Milan","C. Zapata"
"459","Cristiano Biraghi",5000000,"Left-Back","Italian first division","Fiorentina","C. Biraghi"
"460","Cristiano Lombardi",NA,"Right Winger","Italian first division","Benevento","C. Lombardi"
"461","Cuco Martina",2500000,"Right-Back","English first division","Everton","Cuco Martina"
"462","Cyril Théréau",1000000,"Second Striker","Italian first division","Udinese","C. Théréau"
"463","Daichi Kamada",1000000,"Attacking Midfield","German first division","Eintracht Frankfurt","D. Kamada"
"464","Dalbert",12000000,"Left-Back","Italian first division","Internazionale","Dalbert"
"465","Dale Stephens",6000000,"Central Midfield","English first division","Brighton & Hove Albion","D. Stephens"
"466","Daley Blind",18000000,"Left-Back","English first division","Manchester United","D. Blind"
